respondent_id,xyz_vaccine,seasonal_vaccine
33894,0.101325918,0.131948702
33895,0.223804638,0.804992843
33896,0.077005876,0.275754619
33897,0.05577652,0.539745243
33898,0.10379724,0.265291315
33899,0.048399136,0.110119469
33900,0.044558796,0.146419629
33901,0.090065617,0.454609507
33902,0.136597617,0.123794343
33903,0.094512746,0.770347593
33904,0.108134272,0.274531868
33905,0.508814375,0.532257392
33906,0.086746936,0.62660452
33907,0.031468174,0.12966469
33908,0.044866296,0.808640934
33909,0.58480757,0.467099242
33910,0.502126011,0.650819539
33911,0.069471986,0.067466058
33912,0.460787306,0.855895268
33913,0.06179764,0.19205713
33914,0.791601658,0.904934616
33915,0.680973717,0.764688968
33916,0.011442839,0.212705548
33917,0.140134355,0.238248285
33918,0.075584581,0.195007971
33919,0.844962196,0.775400686
33920,0.177359099,0.468774871
33921,0.288936713,0.509401838
33922,0.218579866,0.332965978
33923,0.044111884,0.201048728
33924,0.099214202,0.289076248
33925,0.017210438,0.505511561
33926,0.402934198,0.425259002
33927,0.058120577,0.099892387
33928,0.057942655,0.064494362
33929,0.347611293,0.705283427
33930,0.040460913,0.675155403
33931,0.338568592,0.073880407
33932,0.74430852,0.807743476
33933,0.296992385,0.813708448
33934,0.07605959,0.21265468
33935,0.081935046,0.806334739
33936,0.209704914,0.486778318
33937,0.606949716,0.848882787
33938,0.73407291,0.69713721
33939,0.072682714,0.036602184
33940,0.067485269,0.165635264
33941,0.06829655,0.134932218
33942,0.207926287,0.394389229
33943,0.032361748,0.017652935
33944,0.095119307,0.494941267
33945,0.046378317,0.822691008
33946,0.251091237,0.404221509
33947,0.101690155,0.217919261
33948,0.682501152,0.85451689
33949,0.031779786,0.073421221
33950,0.150549327,0.767200321
33951,0.023868041,0.069940255
33952,0.065239686,0.429446564
33953,0.756027098,0.860308236
33954,0.716776716,0.742047809
33955,0.021218819,0.177726333
33956,0.115154845,0.375639772
33957,0.04646999,0.088477565
33958,0.418793829,0.734584587
33959,0.074114289,0.117563231
33960,0.028622975,0.0475823
33961,0.216275917,0.790964012
33962,0.007104132,0.022418707
33963,0.020343006,0.628661272
33964,0.612855029,0.738548739
33965,0.521444366,0.477866956
33966,0.158267509,0.437966853
33967,0.3450209,0.606611364
33968,0.231290165,0.561744076
33969,0.104828621,0.291277432
33970,0.117445326,0.496275103
33971,0.16035803,0.405314461
33972,0.082846936,0.143554727
33973,0.016877279,0.092785272
33974,0.06201492,0.097126987
33975,0.328410698,0.386448301
33976,0.210915762,0.32442512
33977,0.121393588,0.495730439
33978,0.09386953,0.128189536
33979,0.04174589,0.149646851
33980,0.269487385,0.61007672
33981,0.114651273,0.408937538
33982,0.79087648,0.460512844
33983,0.062263177,0.22455471
33984,0.040951055,0.10399204
33985,0.096997674,0.192447855
33986,0.093750712,0.43120218
33987,0.333845768,0.50346185
33988,0.068455046,0.16926223
33989,0.092451843,0.88073285
33990,0.010490948,0.015247595
33991,0.154570556,0.349574805
33992,0.039901204,0.081105363
33993,0.097278515,0.182331449
33994,0.448293059,0.325692968
33995,0.249068137,0.498119472
33996,0.090238743,0.607678425
33997,0.15405575,0.255699746
33998,0.363989482,0.479236116
33999,0.098227766,0.640674141
34000,0.586993018,0.450587788
34001,0.054319903,0.838705013
34002,0.131820725,0.187505348
34003,0.836734034,0.909595306
34004,0.053720258,0.047898927
34005,0.059446028,0.129284034
34006,0.247629716,0.406340763
34007,0.293141721,0.727666761
34008,0.040274814,0.125634273
34009,0.112687475,0.204254212
34010,0.546017601,0.767058526
34011,0.335171478,0.451320476
34012,0.01796035,0.0368223
34013,0.400109078,0.736726493
34014,0.027141557,0.024450039
34015,0.081831336,0.171195839
34016,0.013161353,0.313875184
34017,0.485426608,0.31025681
34018,0.259970996,0.505587781
34019,0.0458225,0.404148546
34020,0.170773585,0.333967896
34021,0.417874693,0.806335418
34022,0.249707605,0.643799723
34023,0.017756882,0.029764913
34024,0.019807307,0.152208535
34025,0.027265164,0.414051339
34026,0.141465772,0.14894962
34027,0.230979751,0.568889967
34028,0.102699872,0.740480315
34029,0.066657607,0.121578146
34030,0.023078515,0.39224883
34031,0.374030016,0.486661741
34032,0.708743205,0.857244065
34033,0.091838492,0.278156476
34034,0.26390253,0.838203659
34035,0.320300055,0.505203914
34036,0.170744863,0.621964262
34037,0.039142405,0.105672591
34038,0.208093254,0.552473661
34039,0.178832416,0.371940095
34040,0.216816546,0.425796588
34041,0.649999924,0.899979156
34042,0.589622667,0.795110385
34043,0.030064828,0.262908857
34044,0.011705675,0.113511126
34045,0.029747943,0.168183531
34046,0.188566006,0.603261321
34047,0.197759208,0.436575457
34048,0.009042085,0.131078602
34049,0.234995708,0.414396145
34050,0.181464491,0.18678804
34051,0.105508486,0.379191905
34052,0.072900411,0.223714422
34053,0.493661918,0.106639656
34054,0.101690155,0.217919261
34055,0.132294469,0.840267283
34056,0.473758059,0.515720854
34057,0.082090309,0.224348254
34058,0.714284388,0.869173174
34059,0.1893213,0.660216426
34060,0.44697432,0.574312094
34061,0.022405132,0.324860408
34062,0.789370155,0.392890679
34063,0.236855482,0.596669871
34064,0.099683782,0.19918186
34065,0.072952147,0.615898747
34066,0.386633856,0.369432264
34067,0.013841717,0.030145432
34068,0.091255213,0.399963525
34069,0.07371878,0.179618334
34070,0.095427583,0.906347517
34071,0.220042687,0.315944116
34072,0.873567187,0.160151973
34073,0.055648821,0.848855999
34074,0.112927077,0.596615095
34075,0.112621657,0.197939316
34076,0.67878631,0.899369803
34077,0.056593463,0.138254263
34078,0.371718802,0.89871727
34079,0.076838983,0.144670048
34080,0.372560167,0.760904641
34081,0.339124241,0.080575257
34082,0.073832365,0.223999661
34083,0.104681671,0.461091205
34084,0.040257617,0.728290275
34085,0.072324414,0.165193929
34086,0.553378522,0.745194196
34087,0.055088095,0.109356648
34088,0.093588802,0.298555607
34089,0.234534618,0.099220548
34090,0.090888738,0.784196381
34091,0.122292861,0.157127942
34092,0.080262102,0.448689776
34093,0.38265752,0.640496547
34094,0.068518046,0.165457821
34095,0.092446629,0.015670126
34096,0.10502641,0.78031519
34097,0.084724639,0.139492381
34098,0.07185831,0.157099845
34099,0.331436561,0.207085865
34100,0.055748944,0.189361828
34101,0.035460808,0.070126856
34102,0.023548532,0.060073358
34103,0.028004934,0.048760975
34104,0.010140365,0.669598151
34105,0.189670083,0.343550075
34106,0.367037136,0.698727355
34107,0.082906974,0.065769186
34108,0.12041635,0.248717136
34109,0.050989971,0.021749437
34110,0.027450516,0.054198225
34111,0.209911731,0.265658185
34112,0.285369127,0.38889168
34113,0.005582743,0.019115007
34114,0.033327514,0.158876454
34115,0.554969319,0.586260906
34116,0.283203402,0.446472118
34117,0.045459548,0.137611424
34118,0.032421968,0.032848593
34119,0.016290639,0.043644864
34120,0.070259627,0.20469217
34121,0.676541315,0.838301134
34122,0.074723022,0.140442028
34123,0.446425002,0.750283674
34124,0.067242915,0.143327711
34125,0.173260794,0.482910409
34126,0.043001937,0.470422154
34127,0.154536341,0.146429914
34128,0.063392212,0.483229095
34129,0.343279004,0.720694228
34130,0.085692338,0.867196767
34131,0.100129049,0.177825023
34132,0.056036662,0.59976914
34133,0.336907155,0.725773662
34134,0.364674153,0.730288595
34135,0.110533515,0.39800488
34136,0.233365009,0.161146272
34137,0.869649639,0.565955016
34138,0.066401919,0.31662585
34139,0.1580194,0.287173395
34140,0.382338048,0.643708519
34141,0.373348061,0.616302007
34142,0.053103104,0.372167848
34143,0.793515928,0.887371566
34144,0.301167394,0.343271875
34145,0.784610144,0.876903901
34146,0.066104223,0.152910514
34147,0.2133298,0.758788309
34148,0.07115127,0.764008651
34149,0.10749025,0.898556859
34150,0.07087231,0.181045094
34151,0.070772923,0.338066865
34152,0.104211915,0.655586003
34153,0.169836048,0.345485812
34154,0.021231954,0.080117159
34155,0.0539356,0.146626294
34156,0.155752817,0.284997493
34157,0.126917277,0.385412896
34158,0.174204083,0.577860407
34159,0.057082546,0.069369858
34160,0.215772693,0.697840855
34161,0.11060054,0.195091061
34162,0.025071406,0.239517114
34163,0.075433914,0.170601428
34164,0.119017664,0.782849769
34165,0.34137801,0.573370835
34166,0.379376796,0.489339977
34167,0.140259742,0.135231917
34168,0.158020909,0.329573271
34169,0.49651387,0.651453373
34170,0.06775111,0.109387409
34171,0.047132728,0.161929203
34172,0.029433574,0.168143902
34173,0.034000357,0.098730845
34174,0.343770737,0.453792973
34175,0.182522947,0.190436563
34176,0.070067422,0.4827148
34177,0.058996047,0.058323096
34178,0.158709579,0.308173332
34179,0.066956225,0.094560213
34180,0.192652957,0.369760393
34181,0.188612503,0.28723812
34182,0.016724609,0.071531651
34183,0.071672451,0.324009274
34184,0.077566765,0.352116135
34185,0.051487511,0.123504749
34186,0.122879634,0.877379769
34187,0.180530446,0.281531773
34188,0.065905903,0.686231949
34189,0.103317786,0.059572644
34190,0.084542162,0.243470073
34191,0.319509301,0.855216041
34192,0.131336545,0.674843823
34193,0.077698099,0.166370688
34194,0.874269534,0.880412937
34195,0.017043675,0.051020694
34196,0.827659382,0.79980219
34197,0.172190471,0.410527557
34198,0.046477428,0.896039214
34199,0.297226228,0.54974036
34200,0.084659382,0.759347652
34201,0.030718248,0.538030719
34202,0.036423292,0.404306829
34203,0.112543346,0.833634916
34204,0.362063198,0.639977669
34205,0.111962119,0.259865568
34206,0.064490097,0.126982952
34207,0.105813398,0.244237412
34208,0.185347092,0.272291396
34209,0.419535302,0.627634243
34210,0.355757482,0.298443927
34211,0.026193398,0.196305735
34212,0.182320185,0.827167616
34213,0.235804126,0.556849857
34214,0.093334465,0.130017846
34215,0.170070301,0.905656644
34216,0.172063121,0.709788635
34217,0.053442158,0.61304547
34218,0.158561973,0.34840232
34219,0.210035023,0.662305949
34220,0.177622732,0.771283922
34221,0.474305752,0.492669392
34222,0.10230719,0.919200506
34223,0.122575349,0.501963895
34224,0.103304347,0.434632754
34225,0.007541283,0.034994974
34226,0.01794653,0.166070259
34227,0.008902975,0.01597009
34228,0.036036166,0.445327076
34229,0.028309348,0.289510611
34230,0.134772204,0.374798604
34231,0.054846136,0.877687748
34232,0.06897163,0.19240435
34233,0.480449222,0.64015406
34234,0.318836218,0.439216233
34235,0.072543809,0.175331931
34236,0.242075361,0.166404464
34237,0.027486833,0.139760449
34238,0.127254933,0.467570267
34239,0.026500106,0.029831531
34240,0.321153782,0.648985566
34241,0.147544643,0.166196962
34242,0.021060062,0.181465918
34243,0.311564959,0.794430952
34244,0.792866662,0.887377762
34245,0.167738203,0.603168517
34246,0.072172861,0.034343466
34247,0.117277004,0.722882583
34248,0.052953212,0.049463854
34249,0.308709267,0.356593193
34250,0.10464731,0.211413289
34251,0.726343295,0.750720824
34252,0.0637601,0.055671621
34253,0.383107385,0.52827805
34254,0.225752178,0.427444174
34255,0.099245171,0.145304897
34256,0.176809278,0.533019588
34257,0.046194814,0.138216599
34258,0.016643135,0.081381678
34259,0.128925288,0.214373362
34260,0.052978256,0.103981754
34261,0.873713112,0.916991852
34262,0.332253257,0.039454632
34263,0.28016174,0.221274711
34264,0.046850704,0.075232318
34265,0.581300068,0.725174114
34266,0.641232953,0.696093584
34267,0.095500946,0.156104604
34268,0.065881886,0.140752806
34269,0.164129039,0.543665284
34270,0.044096429,0.474190093
34271,0.149294232,0.140806247
34272,0.114437593,0.342303804
34273,0.04131133,0.109159672
34274,0.480338607,0.711023629
34275,0.326031172,0.368389757
34276,0.386963592,0.766077167
34277,0.241195789,0.182162642
34278,0.081831336,0.171195839
34279,0.013613439,0.345649725
34280,0.288250826,0.339057908
34281,0.167211107,0.471046521
34282,0.667832927,0.855987943
34283,0.088001712,0.578927946
34284,0.058313424,0.19817391
34285,0.092686996,0.46656371
34286,0.133073897,0.22041181
34287,0.611690711,0.401992176
34288,0.047277984,0.162685986
34289,0.729390251,0.926398657
34290,0.119419627,0.452228815
34291,0.095433981,0.219888555
34292,0.243752188,0.469318804
34293,0.02566634,0.051429606
34294,0.073287698,0.560599831
34295,0.103744218,0.313321506
34296,0.729147366,0.808762137
34297,0.062130944,0.287870781
34298,0.005851402,0.020320379
34299,0.207408191,0.136616232
34300,0.359568637,0.588795166
34301,0.083166776,0.304726855
34302,0.044548512,0.148923809
34303,0.057003061,0.104741134
34304,0.049095845,0.055135607
34305,0.34206087,0.336990087
34306,0.120985301,0.190327538
34307,0.021805449,0.110337644
34308,0.088483211,0.178969476
34309,0.06655791,0.115928379
34310,0.073716392,0.549745434
34311,0.084825229,0.233185936
34312,0.392134259,0.446425069
34313,0.123391962,0.202613117
34314,0.138982128,0.210978038
34315,0.740375316,0.884287039
34316,0.021303697,0.788315798
34317,0.286421014,0.642637919
34318,0.234453349,0.443595095
34319,0.091485776,0.517806622
34320,0.106474512,0.245222308
34321,0.205948092,0.415721306
34322,0.087281897,0.136092083
34323,0.614141547,0.671046178
34324,0.036106531,0.178374034
34325,0.125792352,0.305049754
34326,0.544276964,0.769749616
34327,0.095850031,0.275011101
34328,0.145978723,0.696215086
34329,0.485712084,0.69055508
34330,0.569060817,0.341166164
34331,0.359837104,0.300617448
34332,0.069061141,0.26506108
34333,0.425717354,0.442557586
34334,0.015532167,0.034872781
34335,0.052017932,0.177060114
34336,0.389945192,0.251477941
34337,0.735837344,0.804041577
34338,0.057438181,0.149957157
34339,0.108054756,0.359141077
34340,0.118220217,0.238380029
34341,0.268851504,0.371251376
34342,0.095914247,0.14912879
34343,0.167084682,0.378750017
34344,0.086758235,0.131575119
34345,0.092585801,0.145400809
34346,0.166533896,0.350421831
34347,0.065418828,0.736205475
34348,0.323798111,0.704005079
34349,0.050110582,0.182092175
34350,0.031620224,0.059924633
34351,0.180357907,0.304816846
34352,0.104763203,0.165972599
34353,0.226605743,0.162938951
34354,0.349742929,0.727326387
34355,0.413151454,0.226311068
34356,0.600229018,0.935445271
34357,0.178992095,0.704763434
34358,0.031713359,0.08945939
34359,0.07236155,0.32225899
34360,0.045112089,0.46550013
34361,0.097177316,0.235627282
34362,0.365905629,0.477957133
34363,0.325264898,0.690105531
34364,0.590197224,0.711035947
34365,0.059657912,0.629980495
34366,0.175884242,0.109729165
34367,0.073781012,0.220229219
34368,0.062206572,0.365396042
34369,0.079899748,0.24956625
34370,0.038179092,0.204826178
34371,0.014597301,0.133192012
34372,0.133726767,0.573283566
34373,0.051606229,0.665613936
34374,0.096597764,0.362428834
34375,0.130098028,0.596697379
34376,0.325029348,0.485034035
34377,0.024730659,0.942410471
34378,0.146660504,0.579840789
34379,0.129494567,0.39238024
34380,0.108762541,0.424824582
34381,0.263423822,0.52379025
34382,0.034209706,0.157031467
34383,0.257865273,0.801602993
34384,0.104097408,0.893910049
34385,0.226571691,0.799386248
34386,0.059194355,0.145113767
34387,0.176239915,0.385865142
34388,0.54768488,0.801676334
34389,0.546712209,0.877774981
34390,0.107877534,0.364613407
34391,0.109550157,0.270824849
34392,0.036287887,0.509431762
34393,0.018491856,0.052122575
34394,0.126925935,0.063353105
34395,0.119430792,0.346825354
34396,0.072262406,0.143817121
34397,0.43375288,0.460026382
34398,0.031903148,0.340141263
34399,0.944529128,0.821816695
34400,0.28690672,0.153569369
34401,0.096964586,0.171899488
34402,0.159502164,0.669570416
34403,0.022545969,0.594210662
34404,0.018016956,0.027975957
34405,0.709054543,0.794079766
34406,0.526945101,0.642281537
34407,0.076947943,0.226948494
34408,0.038853689,0.517593878
34409,0.105375034,0.634763187
34410,0.078207292,0.141861852
34411,0.084960266,0.194096603
34412,0.008859373,0.121950458
34413,0.82700928,0.89876176
34414,0.066538944,0.195397222
34415,0.23762717,0.327787666
34416,0.08723464,0.4659696
34417,0.16266177,0.434037739
34418,0.096918878,0.249599984
34419,0.077733613,0.168415701
34420,0.360435368,0.688021541
34421,0.027559866,0.320114052
34422,0.219442726,0.472054422
34423,0.075579312,0.905544171
34424,0.027674766,0.034779013
34425,0.020133434,0.016969278
34426,0.699207715,0.780541124
34427,0.063953853,0.096113808
34428,0.112093101,0.514862389
34429,0.626678615,0.28006975
34430,0.032825409,0.636293421
34431,0.109209998,0.188137385
34432,0.400747343,0.776885727
34433,0.655219027,0.83428427
34434,0.377807082,0.572425419
34435,0.173660994,0.866452836
34436,0.015902714,0.045055936
34437,0.100764388,0.343784548
34438,0.086383803,0.435408004
34439,0.117070652,0.219167937
34440,0.094498755,0.214128376
34441,0.033399253,0.179446971
34442,0.084116579,0.154469386
34443,0.114352784,0.241238041
34444,0.013730317,0.014047904
34445,0.042699163,0.154066025
34446,0.065449161,0.663759433
34447,0.191496661,0.31864968
34448,0.042558355,0.194259258
34449,0.394085698,0.489170521
34450,0.126669243,0.236705099
34451,0.686273202,0.710907756
34452,0.151476233,0.304972663
34453,0.139215548,0.337594762
34454,0.268499685,0.259510075
34455,0.173537315,0.558306656
34456,0.418510279,0.743811014
34457,0.066580383,0.518817179
34458,0.090823825,0.217590668
34459,0.283338636,0.133133939
34460,0.145602134,0.08528654
34461,0.046334103,0.164550375
34462,0.308645298,0.499524812
34463,0.02943241,0.087038128
34464,0.022724007,0.103283479
34465,0.03146882,0.068296648
34466,0.373022623,0.730267413
34467,0.581775906,0.683867676
34468,0.426586007,0.259251241
34469,0.609830505,0.777726662
34470,0.033974671,0.109448592
34471,0.679735091,0.824636035
34472,0.041426007,0.178508459
34473,0.014260061,0.455630312
34474,0.055001585,0.143288895
34475,0.149701173,0.750192223
34476,0.296040327,0.350830698
34477,0.1641727,0.619058963
34478,0.046371781,0.095941201
34479,0.074561594,0.180819998
34480,0.136287113,0.31435459
34481,0.185473452,0.490375432
34482,0.322387978,0.377600915
34483,0.066948772,0.174259987
34484,0.536672243,0.848635781
34485,0.086105863,0.164967443
34486,0.084344705,0.112583643
34487,0.097641003,0.482122713
34488,0.060814899,0.13436027
34489,0.164441854,0.649838366
34490,0.028024353,0.395559858
34491,0.133159013,0.275524413
34492,0.050837701,0.615059567
34493,0.24010095,0.819980805
34494,0.09037936,0.2310289
34495,0.403206565,0.510008073
34496,0.429293558,0.307153044
34497,0.05806544,0.185970828
34498,0.075911388,0.230251346
34499,0.093318799,0.66722115
34500,0.533220619,0.818900161
34501,0.067686563,0.201803374
34502,0.12445715,0.323725549
34503,0.127851592,0.204642165
34504,0.093547564,0.166476327
34505,0.056337918,0.059296859
34506,0.061033035,0.13569551
34507,0.119766046,0.772223473
34508,0.427056602,0.45271393
34509,0.024258895,0.495229718
34510,0.095575797,0.191879943
34511,0.049371979,0.206941722
34512,0.205200364,0.767359933
34513,0.021487258,0.49880532
34514,0.069432556,0.296261052
34515,0.17910273,0.383359514
34516,0.255551549,0.297431308
34517,0.037540342,0.288748824
34518,0.066171862,0.079891493
34519,0.058035773,0.210658063
34520,0.681764778,0.825392048
34521,0.199237922,0.46310588
34522,0.094473728,0.239852331
34523,0.324683714,0.917350277
34524,0.06775111,0.109387409
34525,0.490427142,0.101208285
34526,0.033667729,0.170788798
34527,0.40863236,0.096097656
34528,0.35318597,0.666420383
34529,0.17464237,0.358670414
34530,0.052083499,0.253333753
34531,0.045229621,0.061590001
34532,0.073777223,0.742058021
34533,0.06938826,0.179619707
34534,0.105185747,0.192927285
34535,0.102844491,0.861017074
34536,0.061865137,0.222900665
34537,0.344159166,0.57750477
34538,0.064539833,0.241684485
34539,0.035603059,0.561401675
34540,0.221984729,0.532725121
34541,0.635875177,0.710584297
34542,0.083049702,0.245083118
34543,0.060179196,0.164672367
34544,0.380724071,0.819626124
34545,0.216945503,0.378112625
34546,0.09652076,0.302148301
34547,0.112520922,0.429961426
34548,0.079679371,0.196239655
34549,0.038989933,0.464780804
34550,0.230162776,0.388178672
34551,0.061565952,0.038188229
34552,0.853890838,0.891010987
34553,0.146931319,0.148290263
34554,0.074474991,0.106265831
34555,0.060659408,0.218082752
34556,0.351898272,0.552998659
34557,0.299493458,0.715838012
34558,0.029730952,0.040800868
34559,0.081742538,0.098691246
34560,0.058963873,0.139640648
34561,0.04484174,0.063609429
34562,0.015749152,0.115212144
34563,0.107726665,0.852776007
34564,0.386393441,0.430790562
34565,0.06777785,0.633259445
34566,0.144946313,0.124381286
34567,0.10206882,0.127802321
34568,0.125971257,0.49613523
34569,0.177703299,0.412317059
34570,0.709108279,0.891105996
34571,0.165410255,0.286696505
34572,0.101855262,0.213883398
34573,0.078068147,0.178927959
34574,0.160473188,0.423093474
34575,0.269316359,0.187412941
34576,0.063220389,0.874804952
34577,0.297228008,0.736661438
34578,0.149707565,0.187788493
34579,0.031744095,0.023234171
34580,0.010050418,0.024447774
34581,0.106760402,0.306779148
34582,0.058055853,0.669816286
34583,0.110839872,0.333238493
34584,0.068499147,0.127119178
34585,0.025281756,0.074298019
34586,0.486367501,0.709392103
34587,0.179176778,0.680304392
34588,0.342436497,0.701020902
34589,0.745003195,0.812778147
34590,0.084161485,0.201180219
34591,0.162293976,0.739888367
34592,0.466183886,0.413726308
34593,0.303685039,0.152370528
34594,0.12917964,0.180637312
34595,0.522367239,0.540811502
34596,0.159579256,0.181177471
34597,0.192688019,0.192412979
34598,0.57071115,0.651823033
34599,0.292705316,0.452767804
34600,0.165829483,0.327632459
34601,0.139356147,0.360960203
34602,0.090823616,0.100695608
34603,0.05796305,0.29348121
34604,0.10070005,0.253318647
34605,0.064665464,0.152267891
34606,0.230509333,0.574518736
34607,0.3025204,0.63799198
34608,0.039472279,0.310814969
34609,0.018571643,0.025111201
34610,0.090237093,0.241258178
34611,0.053301454,0.031243762
34612,0.15014584,0.145393161
34613,0.590488725,0.789010328
34614,0.060312325,0.301759289
34615,0.237897164,0.412047196
34616,0.018696006,0.013964539
34617,0.146406652,0.418177526
34618,0.09517221,0.109764962
34619,0.518540759,0.572879452
34620,0.325599828,0.359448523
34621,0.091451871,0.193818139
34622,0.936612958,0.959320189
34623,0.334021611,0.457408642
34624,0.666888272,0.707002899
34625,0.597093359,0.719287622
34626,0.084590191,0.023156716
34627,0.139521039,0.671268293
34628,0.007249048,0.099335523
34629,0.06268018,0.204571995
34630,0.02083755,0.55455137
34631,0.067404551,0.136766632
34632,0.236115202,0.33766859
34633,0.108703012,0.393432059
34634,0.094827423,0.216537801
34635,0.547201118,0.478177533
34636,0.083569549,0.20706473
34637,0.49766215,0.63186897
34638,0.085367789,0.272791212
34639,0.062464725,0.193106974
34640,0.131510257,0.141737084
34641,0.013214416,0.442212581
34642,0.821294578,0.861834771
34643,0.227200169,0.394039015
34644,0.06952742,0.223731709
34645,0.169496277,0.314416745
34646,0.791829948,0.352934772
34647,0.06400517,0.113938164
34648,0.023226859,0.135661355
34649,0.37792134,0.451351582
34650,0.760682153,0.465711453
34651,0.106855656,0.218770327
34652,0.474144018,0.624680964
34653,0.277853353,0.600442555
34654,0.181916589,0.261260999
34655,0.092275125,0.190734241
34656,0.336239121,0.660747574
34657,0.012089108,0.14648514
34658,0.144024458,0.266336778
34659,0.114122071,0.53077666
34660,0.056110098,0.307459067
34661,0.285091657,0.543258155
34662,0.481530434,0.656598628
34663,0.17429613,0.7134169
34664,0.052360452,0.108339917
34665,0.114616635,0.251425791
34666,0.066948772,0.174259987
34667,0.113341437,0.551367524
34668,0.067970891,0.161075557
34669,0.613937013,0.752355467
34670,0.069501226,0.75127522
34671,0.117648791,0.633767424
34672,0.345299572,0.312907653
34673,0.015801044,0.04693805
34674,0.758260053,0.85231018
34675,0.470045862,0.771360021
34676,0.138046016,0.163715142
34677,0.115479743,0.905112347
34678,0.386839982,0.507522641
34679,0.228650307,0.52945741
34680,0.023876697,0.044498092
34681,0.716587705,0.390618138
34682,0.550098247,0.742117867
34683,0.111803396,0.173557321
34684,0.161521067,0.256798645
34685,0.072882722,0.419141894
34686,0.189193575,0.285679812
34687,0.063103962,0.288450823
34688,0.638267728,0.180944238
34689,0.490575864,0.441484686
34690,0.066442539,0.536627737
34691,0.608269402,0.701464148
34692,0.099130649,0.036671912
34693,0.097674566,0.364310407
34694,0.037743603,0.183699858
34695,0.076743443,0.867227778
34696,0.103449831,0.153309795
34697,0.546993569,0.444258112
34698,0.016707562,0.136873332
34699,0.164159246,0.295149158
34700,0.033667729,0.170788798
34701,0.043992466,0.110332708
34702,0.047444042,0.09185527
34703,0.095606599,0.594422024
34704,0.188941313,0.877471473
34705,0.353293317,0.737817269
34706,0.026136023,0.067722464
34707,0.041843055,0.072819571
34708,0.016298678,0.049178763
34709,0.034586273,0.024299234
34710,0.768863291,0.825097593
34711,0.19824071,0.399616003
34712,0.072186795,0.215940936
34713,0.141506918,0.149087362
34714,0.061383661,0.405452699
34715,0.373300575,0.580767282
34716,0.029427935,0.247798659
34717,0.079441152,0.36268227
34718,0.032705364,0.534906705
34719,0.174741778,0.386639444
34720,0.035982609,0.149294375
34721,0.07693026,0.069818213
34722,0.10587706,0.082397148
34723,0.700114026,0.627754707
34724,0.307853046,0.633085547
34725,0.086536317,0.255359387
34726,0.022682219,0.798741737
34727,0.048281968,0.335321805
34728,0.699399465,0.761955086
34729,0.07640768,0.216349808
34730,0.069997068,0.099496604
34731,0.087294974,0.224533302
34732,0.147273799,0.840458613
34733,0.197959264,0.391854313
34734,0.057077698,0.580164957
34735,0.011021232,0.847352421
34736,0.071210904,0.134896479
34737,0.016641245,0.048541016
34738,0.020320585,0.037372476
34739,0.04373813,0.465776449
34740,0.021382625,0.111303063
34741,0.12586932,0.745346765
34742,0.089880884,0.219252941
34743,0.114446991,0.20722043
34744,0.022540071,0.425293597
34745,0.049138695,0.09136253
34746,0.146896169,0.268462984
34747,0.663240436,0.799383841
34748,0.08291745,0.180509913
34749,0.070811011,0.667550704
34750,0.353641531,0.653682277
34751,0.292989015,0.537385896
34752,0.294962031,0.765236509
34753,0.008370961,0.193345061
34754,0.438877704,0.728071052
34755,0.599837951,0.342129258
34756,0.131444949,0.454114481
34757,0.057994868,0.297293743
34758,0.099098517,0.306447967
34759,0.620499465,0.198468455
34760,0.020769528,0.044614059
34761,0.235285281,0.857909431
34762,0.366924557,0.622122681
34763,0.010876733,0.075444002
34764,0.130622034,0.253439017
34765,0.402542687,0.955810573
34766,0.135970587,0.395684261
34767,0.493986026,0.667195765
34768,0.1328903,0.691968151
34769,0.060066091,0.258460655
34770,0.121235282,0.73494854
34771,0.346959037,0.445536454
34772,0.170328446,0.375669468
34773,0.340563098,0.654869592
34774,0.038568307,0.048063124
34775,0.146342232,0.124901451
34776,0.031208425,0.136723325
34777,0.58484101,0.550898875
34778,0.1601572,0.325078379
34779,0.143219363,0.233878361
34780,0.126603339,0.804220092
34781,0.04473507,0.029803801
34782,0.067431736,0.192054908
34783,0.071636408,0.122918906
34784,0.090229345,0.201234735
34785,0.827838465,0.739090711
34786,0.031549704,0.194334112
34787,0.361457133,0.786128298
34788,0.012013183,0.750367033
34789,0.631500605,0.654274037
34790,0.037838385,0.209642649
34791,0.13993191,0.218363532
34792,0.735883952,0.765021484
34793,0.042236983,0.36017887
34794,0.197866557,0.265904482
34795,0.094222727,0.932754092
34796,0.074930752,0.195311175
34797,0.428230771,0.805389743
34798,0.105651312,0.172088146
34799,0.037503779,0.224508047
34800,0.333056267,0.562343846
34801,0.275991269,0.424398385
34802,0.267758407,0.474577974
34803,0.374941858,0.628616523
34804,0.162618267,0.31728171
34805,0.282260345,0.737244608
34806,0.272265659,0.761718598
34807,0.229417257,0.208572208
34808,0.293842889,0.338767035
34809,0.630133618,0.69055511
34810,0.022746683,0.460542219
34811,0.14376505,0.417187436
34812,0.024246437,0.165541769
34813,0.024525308,0.247950557
34814,0.337515344,0.405188287
34815,0.063304477,0.148138173
34816,0.019121266,0.040886214
34817,0.114906267,0.441227225
34818,0.023292534,0.140108151
34819,0.100010681,0.190288354
34820,0.005584347,0.040220816
34821,0.066817699,0.089860543
34822,0.148887827,0.241342105
34823,0.122908967,0.19399125
34824,0.082860319,0.133326257
